config,entry_time,exit_time,side,size,entry_price,exit_price,pnl_pct,exit_type,holding_minutes,l1_regime,l4_volatility_bucket,exhaustion_bucket
c_exec_aligned_partial_veto,2026-02-14 08:00:00+00:00,2026-02-14 12:00:00+00:00,-1.0,1.0,70464.8,70065.57184,0.005665639581748594,TRAIL,192.0,bear,low,low
c_exec_aligned_partial_veto,2026-02-14 12:00:00+00:00,2026-02-14 16:00:00+00:00,-1.0,1.0,69754.2,69586.78992,0.0024000000000000687,TRAIL,172.0,bear,low,low
c_exec_aligned_partial_veto,2026-02-14 20:00:00+00:00,2026-02-15 00:00:00+00:00,-1.0,1.0,69795.4,69926.0,-0.0018711834877371825,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-15 08:00:00+00:00,2026-02-15 12:00:00+00:00,-1.0,1.0,70268.7,69068.1,0.01708584334134533,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-15 12:00:00+00:00,2026-02-15 16:00:00+00:00,-1.0,1.0,69068.1,69988.77777300001,-0.013330000000000064,SL,1.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-15 20:00:00+00:00,2026-02-16 00:00:00+00:00,1.0,1.0,68796.9,68392.6,-0.005876718282364246,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-16 08:00:00+00:00,2026-02-16 12:00:00+00:00,1.0,1.0,68769.4,67505.5,-0.018378813832896523,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-16 16:00:00+00:00,2026-02-16 20:00:00+00:00,1.0,1.0,67883.6,68046.52064,0.0023999999999999577,TRAIL,168.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-17 00:00:00+00:00,2026-02-17 04:00:00+00:00,-1.0,1.0,68443.6,68353.4,0.0013178734023343575,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-17 04:00:00+00:00,2026-02-17 08:00:00+00:00,-1.0,1.0,68353.4,68189.35183999999,0.0024000000000000687,TRAIL,129.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-17 16:00:00+00:00,2026-02-17 20:00:00+00:00,-1.0,1.0,67766.9,67604.25944,0.0023999999999999577,TRAIL,2.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-19 16:00:00+00:00,2026-02-19 20:00:00+00:00,1.0,1.0,67022.9,66129.484743,-0.013330000000000064,SL,3.0,bear,low,low
c_exec_aligned_partial_veto,2026-02-19 20:00:00+00:00,2026-02-20 00:00:00+00:00,1.0,1.0,66974.0,67327.2,0.0052736882969510734,TIME_EXIT,240.0,bear,low,low
c_exec_aligned_partial_veto,2026-02-22 08:00:00+00:00,2026-02-22 12:00:00+00:00,1.0,1.0,68183.4,67659.9,-0.0076778218745324756,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-23 04:00:00+00:00,2026-02-23 08:00:00+00:00,-1.0,1.0,65915.8,65459.65264,0.006920152072795949,TRAIL,70.0,bull,low,low
